State,County,Location,Sorghum.grain,Maize.grain,Wheat.flour,Rice,Groundnuts,Beans,Sugar,Salt,Cooking.oil,Soap,Jerrycan,Mosquito.net,Exercise.book,Blanket,Cooking.pot,Plastic.sheet,Pole,Firewood,Charcoal,Goat,Chicken,Milling.costs,Water,Food.price.index,MSSMEB.food.basket,MSSMEB
NA,NA,MEDIAN,0.49014778325123154,0.6729064039408867,1.1822660098522169,1.1822660098522169,0.5497536945812808,1.612807881773399,1.1822660098522169,0.5793103448275863,1.6748768472906403,0.32906403940886697,1.354679802955665,3.0541871921182264,0.49261083743842365,9.852216748768473,7.438423645320197,13.300492610837438,1.9704433497536946,0.9359605911330049,0.20295566502463055,26.108374384236452,3.3004926108374386,0.09310344827586207,NA,9.14975369458128,74.2192118226601,104.71344123856439
CentralEquatoria,Juba,Juba PoC,NA,NA,0.90935960591133,0.7881773399014779,NA,1.0916256157635469,0.7931034482758621,0.7881773399014779,1.477832512315271,0.16354679802955666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.561083743842365,NA,NA
CentralEquatoria,Juba,Juba Town,0.6792792792792792,0.6468468468468469,0.6306306306306306,0.8648648648648649,2.0126126126126125,1.3297297297297297,0.7207207207207207,0.5405405405405406,1.1405405405405404,0.18018018018018017,0.5405405405405406,3.6036036036036037,0.5405405405405406,8.82882882882883,6.306306306306307,8.82882882882883,3.6036036036036037,2.7027027027027026,0.31351351351351353,50.450450450450454,13.513513513513514,0.20270270270270271,NA,8.565765765765766,77.56756756756756,113.27799227799228
CentralEquatoria,Yei,Yei Town,0.5694581280788177,0.541871921182266,0.9852216748768473,0.9852216748768473,NA,1.083743842364532,1.083743842364532,0.7881773399014779,1.9704433497536946,0.19704433497536947,0.9852216748768473,1.5763546798029557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.557635467980296,71.13300492610837,102.11330049261083
EasternEquatoria,KapoetaEast,Katodori,1.1822660098522169,1.3793103448275863,0.8866995073891626,0.8866995073891626,NA,0.8729064039408867,0.8472906403940886,0.4019704433497537,1.9704433497536946,0.23054187192118228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.977339901477832,144.21871921182267,175.4
EasternEquatoria,KapoetaEast,Narus,0.47058823529411764,0.6094117647058823,0.8235294117647058,1.0588235294117647,0.5882352941176471,1.1729411764705882,1.2658823529411765,0.47058823529411764,1.8823529411764706,0.1952941176470588,1.1764705882352942,5.294117647058823,1.7647058823529411,5.882352941176471,7.647058823529412,18.823529411764707,4.705882352941177,1.8235294117647058,0.27294117647058824,41.1764705882353,2.9411764705882355,0.1011764705882353,NA,8.34235294117647,77.16823529411765,125.57193277310924
EasternEquatoria,KapoetaSouth,Kapoeta Town,0.31130434782608696,0.33217391304347826,0.6956521739130435,1.391304347826087,0.4852173913043478,1.1565217391304348,1.2173913043478262,0.23652173913043478,1.7391304347826086,0.17391304347826086,0.5217391304347826,0.8695652173913043,0.43478260869565216,8.695652173913043,6.956521739130435,13.91304347826087,NA,1.7391304347826086,0.1791304347826087,60.869565217391305,5.217391304347826,0.050434782608695654,NA,7.565217391304348,50.97565217391304,80.04273291925466
EasternEquatoria,Lafon,Imehejek,0.9090909090909091,NA,NA,1.0909090909090908,NA,NA,1.4545454545454546,0.656969696969697,1.4545454545454546,0.30303030303030304,NA,NA,NA,NA,NA,NA,NA,NA,0.12606060606060607,NA,NA,NA,NA,10.50909090909091,101.75151515151515,132.6060606060606
EasternEquatoria,Magwi,Magwi Town,0.252,0.24,0.8,1.126,1.396,1.33,1.076,0.6,1.6,0.217,1,2,0.25,5.5,5.5,10,0.5,NA,NA,NA,NA,0.172,NA,8.42,43.77,72.72628571428571
EasternEquatoria,Magwi,Nimule,0.4365217391304348,0.4156521739130435,1.4695652173913043,1.1756521739130434,2.4295652173913043,1.3495652173913044,0.9347826086956522,0.6956521739130435,1.16,0.17391304347826086,0.8695652173913043,3.4782608695652173,1.0434782608695652,3.4782608695652173,4.3478260869565215,6.086956521739131,3.4782608695652173,1.7391304347826086,0.20173913043478262,NA,NA,0.043478260869565216,NA,10.066956521739131,57.210434782608694,94.20049689440994
Jonglei,Akobo,Akobo Town,1.5655172413793104,NA,2.1908045977011494,1.554022988505747,NA,2.039080459770115,0.7011494252873564,0.7022988505747126,1.7620689655172415,1.3793103448275863,1.839080459770115,2.8735632183908044,0.6896551724137931,11.494252873563218,6.436781609195402,22.988505747126435,2.2988505747126435,0.5172413793103449,0.47586206896551725,32.18390804597701,2.2988505747126435,0.1632183908045977,NA,11.941379310344828,170.52298850574712,219.74958949096882
Jonglei,BorSouth,Bor_PoC,NA,NA,1.10935960591133,0.8866995073891626,0.8807881773399014,1.3103448275862069,0.8472906403940886,0.5339901477832513,0.6561576354679803,0.2620689655172414,NA,NA,0.7881773399014779,NA,NA,NA,NA,NA,0.34285714285714286,NA,NA,NA,NA,7.3876847290640395,87.2,126.31428571428572
Jonglei,Fangak,Juibor,0.5379310344827586,0.638423645320197,NA,1.3320197044334976,NA,NA,1.2039408866995074,0.5339901477832513,1.9704433497536946,0.39408866995073893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.561576354679802,75.28571428571429,107.44827586206897
Jonglei,Fangak,NewFangak,0.5,0.4959183673469388,1.1489795918367347,1.1489795918367347,NA,NA,0.8306122448979592,0.4163265306122449,2.0408163265306123,0.3408163265306122,NA,4.081632653061225,NA,NA,NA,NA,0.8163265306122449,0.10204081632653061,0.11836734693877551,20.408163265306122,1.4285714285714286,0.11632653061224489,NA,8.821428571428571,72.69489795918368,102.4103498542274
Jonglei,Nyirol,Lankien,0.27897435897435896,NA,3.466666666666667,3.6964102564102563,NA,1.8194871794871794,3.3076923076923075,1.6697435897435897,2.2564102564102564,0.3425641025641026,NA,NA,NA,NA,NA,NA,NA,0.8717948717948718,0.39076923076923076,NA,NA,0.16102564102564101,NA,17.76820512820513,56.69128205128205,95.00380952380952
Jonglei,TwicEast,Panyagor,1.7521739130434784,2.6,3.0608695652173914,1.4695652173913043,1.8217391304347825,1.9282608695652175,1.3652173913043477,0.5891304347826087,1.7391304347826086,0.21739130434782608,0.43478260869565216,5.434782608695652,1.0869565217391304,4.891304347826087,6.521739130434782,10.869565217391305,4.3478260869565215,4.891304347826087,0.5239130434782608,30.434782608695652,10.326086956521738,0.10869565217391304,NA,16.32608695652174,186.07391304347826,234.07080745341617
Lakes,Awerial,Mingkaman,0.5911330049261084,NA,1.2807881773399015,1.1822660098522169,0.9852216748768473,1.3793103448275863,0.9852216748768473,0.7881773399014779,1.5763546798029557,0.19704433497536947,0.6896551724137931,1.9704433497536946,0.49261083743842365,9.852216748768473,2.955665024630542,21.67487684729064,NA,0.19704433497536947,0.3054187192118227,39.40886699507389,5.911330049261084,0.1399014778325123,NA,9.441379310344828,75.86206896551724,110.31738212526389
Lakes,RumbekCentre,Rumbek Town,NA,0.6946428571428571,NA,1.4285714285714286,0.2357142857142857,1.875,1.0714285714285714,1.0714285714285714,0.9964285714285714,0.20892857142857144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10178571428571428,NA,8.888839285714285,86.44285714285714,116.4438775510204
Lakes,RumbekEast,Aduel,NA,3.103448275862069,3.7438423645320196,3.2019704433497536,1.9704433497536946,3.645320197044335,1.1822660098522169,3.0049261083743843,2.6600985221674875,0.367487684729064,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.11330049261084,NA,0.09852216748768473,NA,23.002463054187192,331.0837438423645,363.1331456720619
NorthernBahrelGhazal,AweilCentre,Aweil Town,0.4401785714285714,NA,0.8928571428571429,1.1607142857142858,0.2357142857142857,1.7857142857142858,0.8928571428571429,0.8928571428571429,1.7857142857142858,0.2982142857142857,NA,NA,NA,NA,9.375,11.607142857142858,NA,0.5357142857142857,0.20714285714285716,NA,NA,0.07678571428571429,NA,8.696428571428571,67.29464285714286,98.31352040816326
NorthernBahrelGhazal,AweilNorth,Ariath,0.3586206896551724,NA,1.1270935960591133,NA,0.22266009852216748,NA,1.3773399014778325,0.5073891625615764,0.9201970443349754,0.42758620689655175,NA,NA,0.3448275862068966,NA,8.866995073891626,9.852216748768473,1.9704433497536946,0.19704433497536947,0.16354679802955666,22.167487684729064,1.7733990147783252,0.08472906403940887,NA,7.98128078817734,52.819704433497535,82.1558057705841
NorthernBahrelGhazal,AweilNorth,Gok-Machar,0.3586206896551724,NA,1.1822660098522169,1.1822660098522169,0.2600985221674877,NA,1.1822660098522169,0.5793103448275863,2.3645320197044337,0.39408866995073893,1.9704433497536946,NA,NA,NA,NA,NA,NA,0.37438423645320196,0.12512315270935961,20.689655172413794,NA,0.05123152709359606,NA,9.395073891625616,61.5576354679803,91.02631949331457
NorthernBahrelGhazal,AweilWest,Marial Baai,0.33497536945812806,NA,1.1822660098522169,1.3793103448275863,0.2975369458128079,1.5763546798029557,1.2807881773399015,0.5793103448275863,2.561576354679803,0.32906403940886697,1.9704433497536946,NA,0.19704433497536947,NA,NA,NA,NA,0.37438423645320196,0.07980295566502463,NA,NA,0.04532019704433497,NA,9.865024630541871,60.28374384236453,84.40520760028149
NorthernBahrelGhazal,AweilWest,Nyamlel Town,0.3981981981981982,NA,1.1711711711711712,1.3513513513513513,0.27207207207207207,1.8018018018018018,1.2612612612612613,0.9369369369369369,2.5225225225225225,0.3009009009009009,NA,NA,0.2882882882882883,NA,6.306306306306307,13.513513513513514,0.9009009009009009,0.5405405405405406,0.1045045045045045,NA,NA,0.05225225225225225,NA,10.330630630630631,68.12612612612612,93.97400257400257
Unity,Koch,Koch Town,NA,NA,2.4039408866995076,1.9270935960591133,NA,1.8955665024630541,1.8364532019704434,1.477832512315271,1.0502463054187192,0.5261083743842364,NA,NA,0.5911330049261084,NA,NA,NA,NA,NA,0.4492610837438424,NA,NA,NA,NA,12.303940886699507,NA,NA
Unity,Panyijiar,Nyal,0.967487684729064,NA,1.2817733990147784,1.1241379310344828,NA,1.1142857142857143,1.722167487684729,0.49261083743842365,1.7733990147783252,0.2955665024630542,NA,4.926108374384237,NA,33.49753694581281,6.896551724137931,NA,NA,3.9408866995073892,NA,NA,NA,NA,NA,9.698522167487685,108.23546798029557,139.80689655172415
Unity,Pariang,AjuongThok_RC,0.24271844660194175,NA,1.1650485436893203,1.5533980582524272,0.541747572815534,0.43106796116504853,1.1650485436893203,0.7766990291262136,1.941747572815534,0.1941747572815534,NA,NA,0.5825242718446602,NA,NA,NA,NA,NA,0.05631067961165048,NA,NA,0.05631067961165048,NA,8.480582524271844,38.15145631067961,65.47877947295423
Unity,Pariang,Jamjang,0.2482758620689655,NA,1.1822660098522169,1.5763546798029557,0.5497536945812808,0.4374384236453202,0.6896551724137931,0.7881773399014779,1.9704433497536946,0.23054187192118228,NA,NA,0.49261083743842365,NA,NA,NA,NA,NA,0.11428571428571428,18.7192118226601,NA,0.05714285714285714,NA,8.115270935960591,38.892610837438426,67.10555946516537
Unity,Pariang,Pamir_RC,0.19901477832512315,NA,1.1822660098522169,1.5763546798029557,0.5497536945812808,0.4374384236453202,0.7881773399014779,0.7881773399014779,1.7733990147783252,0.19704433497536947,NA,NA,0.49261083743842365,NA,NA,NA,NA,NA,0.11428571428571428,NA,NA,0.05714285714285714,NA,7.967487684729064,33.2768472906404,61.288810696692465
Unity,Rubkona,Bentiu,0.44181818181818183,0.8690909090909091,2.0490909090909093,1.9190909090909092,0.8472727272727273,1.5218181818181817,1.74,0.6163636363636363,2.4545454545454546,0.22727272727272727,2.272727272727273,2.909090909090909,0.5909090909090909,32.72727272727273,15.454545454545455,12.272727272727273,2.4545454545454546,0.5454545454545454,0.13090909090909092,22.727272727272727,2.727272727272727,0.14272727272727273,NA,12.459090909090909,68.80363636363636,99.40883116883117
Unity,Rubkona,Rubkona Town,0.7749440715883669,1.392393736017897,1.8899328859060402,1.5319910514541386,0.4993288590604027,1.5677852348993289,1.3673378076062639,0.7158836689038032,2.1476510067114094,0.3275167785234899,3.5794183445190155,4.47427293064877,0.7158836689038032,44.742729306487696,14.317673378076062,17.89709172259508,5.727069351230425,5.369127516778524,0.24697986577181208,32.214765100671144,5.369127516778524,0.0894854586129754,NA,11.88724832214765,97.45682326621925,133.18894215404282
UpperNile,Fashoda,Aburoc,0.2172972972972973,NA,1.2972972972972974,1.7297297297297298,NA,NA,1.5675675675675675,0.14810810810810812,1.442162162162162,0.5772972972972973,1.0810810810810811,NA,0.43243243243243246,NA,8.64864864864865,NA,0.6486486486486487,NA,0.1254054054054054,145.94594594594594,1.945945945945946,0.17621621621621622,NA,9.513513513513514,44.285405405405406,75.21096525096524
UpperNile,Fashoda,Kodok,0.548110831234257,NA,1.309823677581864,1.6120906801007557,NA,NA,1.4609571788413098,0.1672544080604534,3.2241813602015115,0.5037783375314862,1.1586901763224182,4.634760705289673,0.6045340050377834,NA,4.433249370277078,21.15869017632242,2.216624685138539,0.9571788413098237,0.24987405541561714,15.617128463476071,1.5113350125944585,0.17229219143576827,NA,11.222166246851385,83.68664987405542,119.93673983447283
UpperNile,Longochuk,Mathiang,1.25,1.25,1.4075,0.84375,NA,NA,1.04625,0.34,1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,6.25,NA,NA,9.88125,137.25625,174.99375
UpperNile,Maiwut,Jikou,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UpperNile,Melut,Melut Town,0.5551020408163265,NA,1.2244897959183674,1.2244897959183674,0.5408163265306123,NA,1.2244897959183674,0.40816326530612246,1.9051020408163266,0.40816326530612246,0.8163265306122449,4.081632653061225,0.40816326530612246,14.285714285714286,8.16326530612245,14.285714285714286,2.0408163265306123,1.0204081632653061,NA,20.408163265306122,3.061224489795918,0.05918367346938776,NA,9.45,76.83163265306122,107.99198250728863
UpperNile,Melut,Paloich,0.5849462365591398,NA,1.5053763440860215,1.2903225806451613,0.5698924731182796,2.150537634408602,1.2903225806451613,0.43010752688172044,1.0043010752688173,0.5376344086021505,0.8602150537634409,3.225806451612903,0.43010752688172044,15.053763440860216,8.602150537634408,15.053763440860216,2.150537634408602,1.075268817204301,NA,21.50537634408602,3.225806451612903,0.09247311827956989,NA,9.560215053763441,78.45591397849462,111.28079877112135
UpperNile,Ulang,Nyangore,0.6699507389162561,0.9576354679802955,1.5034482758620689,0.8866995073891626,NA,NA,1.1467980295566502,0.5339901477832513,1.3142857142857143,0.32906403940886697,1.5763546798029557,1.9704433497536946,NA,9.852216748768473,9.852216748768473,11.822660098522167,1.7733990147783252,4.729064039408867,0.5438423645320197,19.704433497536947,1.9704433497536946,NA,NA,9.17536945812808,83.23054187192118,125.22955665024631
Warrap,GogrialWest,Kuajok,0.4245614035087719,0.5684210526315789,1.0175438596491229,1.0526315789473684,0.24210526315789474,2.280701754385965,0.8771929824561403,0.20701754385964913,0.8596491228070176,0.2929824561403509,2.280701754385965,2.1052631578947367,0.43859649122807015,4.385964912280702,6.666666666666667,9.649122807017545,0.47368421052631576,0.21052631578947367,0.12280701754385964,5.964912280701754,3.0701754385964914,0.0780701754385965,NA,7.529824561403509,64.10175438596491,92.47619047619048
WesternBahrelGhazal,Raja,DeimZubier,0.6463054187192119,NA,1.3793103448275863,1.1822660098522169,0.1123152709359606,NA,1.1822660098522169,0.26798029556650244,0.5261083743842364,0.39408866995073893,1.9704433497536946,1.5763546798029557,NA,NA,NA,NA,NA,0.49261083743842365,0.06699507389162561,29.55665024630542,3.1527093596059115,0.05714285714285714,NA,7.5822660098522165,76.10738916256157,103.8828993666432
WesternBahrelGhazal,Raja,Raja Town,0.5061855670103093,NA,1.2371134020618557,0.8927835051546392,0.15670103092783505,NA,1.2371134020618557,0.4690721649484536,2.3711340206185567,0.3443298969072165,2.0618556701030926,1.0309278350515463,0.25773195876288657,NA,5.257731958762887,12.371134020618557,NA,1.0309278350515463,0.2175257731958763,27.31958762886598,3.917525773195876,0.44123711340206184,NA,9.261855670103094,75.44123711340207,107.9078055964654
WesternBahrelGhazal,Wau,Wau Town,0.5272727272727272,0.7272727272727273,0.8181818181818182,0.7454545454545455,0.22727272727272727,1.5909090909090908,0.8181818181818182,0.2727272727272727,1.2727272727272727,0.18181818181818182,1.6363636363636365,1.2727272727272727,0.45454545454545453,8.181818181818182,6.818181818181818,10,0.8181818181818182,0.9090909090909091,0.2109090909090909,20.90909090909091,4.545454545454546,0.12318181818181818,NA,7,69.68181818181819,100.6103896103896
WesternEquatoria,Maridi,Maridi Town,0.23886255924170616,0.2843601895734597,3.203791469194313,1.7507109004739336,0.9535545023696682,2.0597156398104266,1.7118483412322274,0.604739336492891,1.8957345971563981,0.3165876777251185,1.6587677725118484,6.8246445497630335,0.2843601895734597,7.109004739336493,13.744075829383887,13.270142180094787,NA,0.8530805687203792,0.16492890995260664,NA,5.308056872037914,0.04265402843601896,NA,12.703317535545024,56.10900473933649,83.73432633716995
WesternEquatoria,Yambio,Yambio Town,NA,0.26037735849056604,NA,0.6377358490566037,0.6584905660377358,1.778301886792453,1.6226415094339623,0.9433962264150944,1.509433962264151,0.22075471698113208,1.8867924528301887,NA,0.2830188679245283,NA,8.962264150943396,12.735849056603774,2.0754716981132075,1.320754716981132,0.12358490566037736,NA,6.132075471698113,0.10754716981132076,NA,9.01179245283019,49.43867924528302,75.78881401617251
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
