State,County,Location,Sorghum.grain,Maize.grain,Wheat.flour,Rice,Groundnuts,Beans,Sugar,Salt,Cooking.oil,Soap,Jerrycan,Mosquito.net,Exercise.book,Blanket,Cooking.pot,Plastic.sheet,Pole,Firewood,Charcoal,Goat,Chicken,Milling.costs,Water,Food.price.index,MSSMEB.food.basket,MSSMEB
NA,NA,MEDIAN,0.539873417721519,0.8227848101265823,1.3924050632911393,1.2658227848101267,0.7063291139240506,1.7088607594936709,1.2215189873417722,0.6860759493670886,1.7721518987341771,0.25316455696202533,1.518987341772152,3.7974683544303796,0.6329113924050633,7.594936708860759,9.873417721518987,17.088607594936708,1.8354430379746836,0.8860759493670886,0.21012658227848102,31.645569620253166,3.7974683544303796,0.09113924050632911,NA,10.372151898734177,78.86075949367088,117.59764918625677
CentralEquatoria,Juba,Juba Town,0.48,0.5169230769230769,1.2307692307692308,0.9846153846153847,1.5876923076923077,1.7230769230769232,0.7384615384615385,0.5907692307692308,1.1495384615384616,0.16492307692307692,0.9846153846153847,3.6923076923076925,0.7384615384615385,7.384615384615385,7.384615384615385,11.076923076923077,4.923076923076923,1.476923076923077,0.42830769230769233,54.15384615384615,11.076923076923077,0.07384615384615385,NA,9.001846153846154,69.51876923076924,109.85204395604396
EasternEquatoria,KapoetaEast,Katodori,0.3829268292682927,NA,0.8536585365853658,NA,NA,NA,1.5317073170731708,0.4975609756097561,2.1951219512195124,0.24390243902439024,1.2195121951219512,1.2195121951219512,NA,NA,NA,NA,NA,NA,NA,31.70731707317073,2.4390243902439024,0.08292682926829269,NA,9.8,62.948780487804875,95.51324041811847
EasternEquatoria,KapoetaEast,Narus,0.4918918918918919,0.6135135135135135,0.6756756756756757,0.6081081081081081,0.754054054054054,0.6,0.581081081081081,0.2702702702702703,1.6216216216216217,0.20270270270270271,2.1621621621621623,3.3783783783783785,0.6756756756756757,36.486486486486484,16.216216216216218,18.91891891891892,4.054054054054054,1.8918918918918919,0.15405405405405406,48.648648648648646,2.7027027027027026,0.07837837837837838,NA,6.216216216216216,70.61621621621622,102.23397683397683
EasternEquatoria,KapoetaSouth,Kapoeta Town,0.39746835443037976,0.42278481012658226,0.6329113924050633,1.2658227848101267,2.8278481012658228,1.1215189873417721,1.0506329113924051,0.34430379746835443,1.518987341772152,0.16962025316455695,0.6329113924050633,NA,0.379746835443038,NA,11.39240506329114,17.72151898734177,NA,1.2658227848101267,0.17468354430379746,68.35443037974683,6.582278481012659,0.05822784810126582,NA,9.582278481012658,57.60253164556962,85.91681735985533
EasternEquatoria,Lafon,Longiro,0.43209876543209874,NA,NA,0.3160493827160494,NA,NA,1.1975308641975309,0.7407407407407407,1.4814814814814814,0.24691358024691357,NA,NA,NA,NA,NA,NA,NA,NA,0.09753086419753086,20.987654320987655,3.0864197530864197,NA,NA,8.683950617283951,63.51851851851852,93.09523809523809
EasternEquatoria,Magwi,Magwi Town,0.2929032258064516,0.3096774193548387,1.4529032258064516,0.9006451612903226,1.4425806451612904,1.143225806451613,0.8335483870967741,0.5161290322580645,1.1612903225806452,0.17290322580645162,1.096774193548387,3.870967741935484,0.18064516129032257,5.806451612903226,6.451612903225806,10.96774193548387,0.6451612903225806,0.7741935483870968,0.14967741935483872,NA,NA,0.03096774193548387,NA,8.052903225806451,45.64387096774193,70.60479262672811
EasternEquatoria,Magwi,Nimule,0.5345132743362832,0.5640117994100295,0.9982300884955753,0.9297935103244838,2.471976401179941,1.5693215339233038,0.8613569321533924,0.7079646017699115,0.943952802359882,0.1958702064896755,1.0029498525073746,3.657817109144543,0.1887905604719764,3.5398230088495577,6.135693215339233,11.44542772861357,0.943952802359882,0.7079646017699115,0.20530973451327433,23.59882005899705,6.843657817109144,0.0471976401179941,NA,9.581120943952802,71.2566371681416,98.26118836915298
EasternEquatoria,Torit,Torit Town,1.3924050632911393,1.518987341772152,NA,NA,NA,NA,NA,NA,NA,0.16455696202531644,0.4810126582278481,9.050632911392405,0.6329113924050633,12.341772151898734,9.49367088607595,12.08860759493671,2.151898734177215,1.3924050632911393,0.23291139240506328,NA,NA,0.1518987341772152,NA,11.664556962025317,152.0151898734177,185.8867992766727
Jonglei,Akobo,Akobo Town,1.0625,NA,1.759375,1.40625,NA,NA,1.009375,0.2125,6.25,0.3125,0.46875,0.46875,0.3125,NA,NA,12.5,3.125,0.3125,0.43125,28.90625,3.125,0.04375,NA,15.696875,152.321875,188.259375
Jonglei,BorSouth,Bor_PoC,0.5063291139240507,NA,1.070886075949367,1.139240506329114,1.349367088607595,1.4025316455696202,0.9531645569620253,0.759493670886076,2.0253164556962027,0.2949367088607595,NA,NA,NA,NA,NA,NA,NA,NA,0.3670886075949367,NA,NA,0.07341772151898734,NA,10.029113924050632,71.10379746835443,109.11030741410488
Jonglei,Fangak,NewFangak,0.830379746835443,0.9025316455696203,1.4253164556962026,1.139240506329114,NA,NA,1.0886075949367089,0.5164556962025316,2.0253164556962027,0.3367088607594937,1.2658227848101267,3.7974683544303796,NA,NA,NA,NA,1.0126582278481013,0.25316455696202533,0.1468354430379747,NA,NA,NA,NA,10.343037974683543,102.78227848101265,134.58372513562387
Jonglei,Nyirol,Lankien,0.38309859154929576,NA,4.164788732394366,2.8563380281690143,NA,2.8112676056338026,2.6535211267605634,2.101408450704225,2.816901408450704,0.39859154929577467,NA,4.929577464788732,NA,NA,10.704225352112676,NA,NA,NA,0.46056338028169014,NA,2.2535211267605635,0.2,NA,19.488732394366195,78.78309859154929,122.15653923541247
Jonglei,Pibor,Pibor Town,NA,NA,1.5584415584415585,1.5584415584415585,NA,2.0779220779220777,1.5584415584415585,1.1454545454545455,3.4623376623376623,0.34545454545454546,NA,3.896103896103896,NA,3.116883116883117,NA,23.376623376623378,5.194805194805195,0.6493506493506493,0.44675324675324674,28.571428571428573,5.8441558441558445,0.06363636363636363,NA,13.483766233766234,NA,NA
Jonglei,TwicEast,Panyagor,1.6666666666666667,1.3333333333333333,3.005333333333333,1.652,2.978666666666667,2.0693333333333332,2.0813333333333333,0.656,2.4,0.4,1.3333333333333333,10.666666666666666,0.7466666666666667,6.666666666666667,9.333333333333334,10.666666666666666,6.666666666666667,5.333333333333333,0.552,34.666666666666664,6.666666666666667,0.13333333333333333,NA,17.842666666666666,183.68,229.74285714285716
Lakes,Awerial,Mingkaman,0.8860759493670886,0.8860759493670886,1.0126582278481013,1.139240506329114,0.9493670886075949,1.7088607594936709,1.0126582278481013,0.8784810126582279,1.8987341772151898,0.29620253164556964,1.0126582278481013,3.7974683544303796,0.8227848101265823,10.126582278481013,12.658227848101266,17.72151898734177,NA,3.7974683544303796,2.2759493670886077,37.9746835443038,7.594936708860759,0.10886075949367088,NA,10.372151898734177,107.39746835443037,205.2596745027125
Lakes,Cueibet,Cueibet Town,0.6863905325443787,0.7100591715976331,NA,NA,NA,NA,0.6923076923076923,0.47337278106508873,1.0887573964497042,0.19644970414201182,2.8402366863905324,1.893491124260355,1.4201183431952662,3.4911242603550297,11.834319526627219,11.834319526627219,1.3609467455621302,1.1242603550295858,0.12071005917159763,26.035502958579883,5.029585798816568,0.6301775147928994,NA,8.394082840236686,83.15976331360947,127.40270498732036
Lakes,RumbekCentre,Rumbek Town,0.4678362573099415,0.4678362573099415,NA,1.286549707602339,NA,2.2222222222222223,0.935672514619883,0.935672514619883,NA,0.23391812865497075,NA,NA,NA,NA,NA,NA,NA,1.1695906432748537,0.27134502923976606,NA,NA,0.260233918128655,NA,9.892397660818714,72.86549707602339,108.65747702589807
Lakes,RumbekEast,Aduel,NA,2.0253164556962027,3.037974683544304,1.2658227848101267,NA,1.8987341772151898,1.0126582278481013,1.139240506329114,0.8860759493670886,0.29620253164556964,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9746835443038,NA,0.189873417721519,NA,12.512025316455697,205.8227848101266,240.1262206148282
Lakes,YirolEast,Nyang,0.379746835443038,0.3291139240506329,NA,0.379746835443038,NA,1.1215189873417721,0.43037974683544306,0.5848101265822785,0.5063291139240507,0.17721518987341772,0.5063291139240507,0.8860759493670886,0.759493670886076,8.860759493670885,NA,16.455696202531644,NA,0.379746835443038,0.1670886075949367,31.645569620253166,4.30379746835443,NA,NA,5.830379746835443,47.89367088607595,80.86473779385172
NorthernBahrelGhazal,AweilCentre,Aweil Town,0.8851063829787233,1.2595744680851064,1.458966565349544,1.458966565349544,0.5981762917933131,2.43161094224924,1.094224924012158,0.5908814589665653,1.21580547112462,0.16291793313069908,1.9452887537993921,NA,NA,NA,NA,15.80547112462006,NA,0.729483282674772,0.2723404255319149,NA,6.079027355623101,0.08753799392097264,NA,10.993313069908815,109.42978723404255,143.62266608771168
NorthernBahrelGhazal,AweilNorth,Ariath,1.1822784810126583,NA,1.518987341772152,1.518987341772152,0.5746835443037974,2.0253164556962027,1.2658227848101267,0.48860759493670886,2.0253164556962027,NA,NA,NA,0.6329113924050633,NA,10.126582278481013,NA,0.6962025316455697,0.25316455696202533,0.10379746835443038,45.56962025316456,1.8987341772151898,0.07341772151898734,NA,11.422784810126583,137.273417721519,167.13056057866183
NorthernBahrelGhazal,AweilWest,Marial Baai,1.325227963525836,NA,1.458966565349544,1.458966565349544,0.6443768996960486,2.917933130699088,1.21580547112462,0.6589665653495441,1.702127659574468,0.24316109422492402,2.43161094224924,NA,NA,NA,NA,17.02127659574468,1.458966565349544,0.48632218844984804,0.07051671732522796,NA,3.6474164133738602,0.11428571428571428,NA,12.172644376899695,156.40364741641338,185.2525401650022
