State,County,Location,Sorghum.grain,Maize.grain,Wheat.flour,Rice,Groundnuts,Beans,Sugar,Salt,Cooking.oil,Soap,Jerrycan,Mosquito.net,Exercise.book,Blanket,Cooking.pot,Plastic.sheet,Pole,Firewood,Charcoal,Goat,Chicken,Milling.costs,...26,Food.price.index,MSSMEB.food.basket,MSSMEB
NA,NA,MEDIAN,0.7306772908366533,0.7745019920318725,1.348207171314741,1.4342629482071714,0.8892430278884462,1.695617529880478,1.2749003984063745,0.6709163346613546,1.9123505976095618,0.3322709163346614,1.593625498007968,4.780876494023905,0.7171314741035857,7.968127490039841,12.749003984063744,16.733067729083665,3.187250996015936,1.2749003984063745,0.27410358565737053,35.85657370517928,4.54183266932271,0.09243027888446215,NA,10.973705179282868,93.83266932270917,128.984234490609
CentralEquatoria,Juba,Juba Town,0.550185873605948,0.4758364312267658,1.278810408921933,0.8921933085501859,1.338289962825279,1.7843866171003717,0.7732342007434945,0.5947955390334573,1.1895910780669146,0.16951672862453532,0.8921933085501859,3.940520446096654,0.29739776951672864,11.598513011152416,8.921933085501859,11.895910780669144,2.973977695167286,1.486988847583643,0.30631970260223046,NA,10.408921933085502,0.07434944237918216,NA,8.87732342007435,66.61710037174721,98.02984599044078
EasternEquatoria,KapoetaEast,Narus,0.49508196721311476,0.5311475409836065,0.819672131147541,0.7377049180327869,0.9147540983606557,0.7278688524590164,0.7049180327868853,0.6557377049180327,1.9672131147540983,0.21967213114754097,0.6557377049180327,NA,0.2459016393442623,4.918032786885246,26.229508196721312,21.311475409836067,3.278688524590164,1.9672131147540983,0.20327868852459016,36.885245901639344,4.426229508196721,0.32786885245901637,NA,7.554098360655738,66.81311475409836,96.99063231850117
EasternEquatoria,KapoetaSouth,Kapoeta Town,0.4474074074074074,0.5659259259259259,0.7407407407407407,1.3333333333333333,1.3244444444444445,1.117037037037037,1.2740740740740741,0.3496296296296296,1.4814814814814814,0.1985185185185185,0.7407407407407407,5.62962962962963,1.1111111111111112,8.88888888888889,13.333333333333334,11.851851851851851,3.5555555555555554,2.3703703703703702,0.42962962962962964,53.333333333333336,5.925925925925926,0.17777777777777778,NA,8.634074074074075,70.22518518518518,116.16232804232806
EasternEquatoria,Lafon,Longiro,1.452991452991453,NA,NA,1.6547008547008546,1.452991452991453,NA,1.3333333333333333,1.0427350427350428,1.0256410256410255,0.37094017094017095,NA,NA,NA,NA,NA,NA,0.6837606837606838,0.9692307692307692,0.14017094017094017,29.05982905982906,4.273504273504273,NA,NA,12.058119658119658,98.33504273504273,131.84639804639804
EasternEquatoria,Magwi,Magwi Town,0.4235294117647059,0.8033613445378152,0.7563025210084033,1.1361344537815126,0.9378151260504202,0.746218487394958,1.0857142857142856,0.6722689075630253,1.680672268907563,0.16806722689075632,1.680672268907563,NA,0.5042016806722689,6.722689075630252,6.722689075630252,15.126050420168067,NA,1.0084033613445378,0.1949579831932773,NA,NA,0.02689075630252101,NA,8.242016806722688,89.77478991596638,119.91284513805522
EasternEquatoria,Magwi,Nimule,0.6421052631578947,0.718796992481203,1.2721804511278196,0.9142857142857143,2.520300751879699,2,0.9714285714285714,0.6015037593984962,1.2030075187969924,0.19097744360902255,1.2030075187969924,3.7593984962406015,0.16541353383458646,2.857142857142857,7.518796992481203,12.481203007518797,0.9022556390977443,0.9022556390977443,0.17443609022556392,NA,8.421052631578947,0.06015037593984962,NA,10.843609022556391,90.51127819548873,116.39076262083782
EasternEquatoria,Torit,Torit Town,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.199203187250996,0.5896414342629482,11.155378486055778,0.796812749003984,14.422310756972111,11.155378486055778,14.422310756972111,2.4701195219123506,1.9920318725099602,0.2549800796812749,NA,NA,0.22310756972111553,NA,10.730677290836653,NA,NA
Jonglei,Akobo,Akobo Town,0.8806451612903226,NA,2.270967741935484,1.8161290322580645,NA,NA,1.6419354838709677,1.0935483870967742,1.0741935483870968,0.6451612903225806,NA,3.870967741935484,NA,NA,NA,17.741935483870968,2.5806451612903225,2.903225806451613,0.667741935483871,21.774193548387096,NA,0.27741935483870966,NA,12.17741935483871,102.24193548387096,154.2327188940092
Jonglei,BorSouth,Bor_PoC,1.2844621513944223,NA,0.8988047808764941,0.7171314741035857,3.560159362549801,1.4119521912350597,0.6852589641434262,0.4334661354581673,0.6374501992031872,0.2645418326693227,NA,NA,1.1155378486055776,NA,NA,NA,NA,0.47808764940239046,0.3697211155378486,NA,NA,0.09243027888446215,NA,10.403187250996016,132.56733067729084,176.42492885600456
Jonglei,Fangak,NewFangak,0.9254237288135593,NA,1.9084745762711866,2.0338983050847457,NA,NA,1.4186440677966101,0.6915254237288135,3.389830508474576,0.45084745762711864,1.694915254237288,5.084745762711864,NA,NA,NA,NA,1.1864406779661016,0.3389830508474576,0.17627118644067796,40.67796610169491,2.0338983050847457,0.2423728813559322,NA,13.940677966101696,120.54915254237288,156.772397094431
Jonglei,Nyirol,Lankien,0.37037037037037035,0.3333333333333333,1.5666666666666667,1.6666666666666667,NA,1.6407407407407408,1.5074074074074073,1.0037037037037038,3.7037037037037037,0.4925925925925926,NA,5.555555555555555,NA,NA,12.962962962962964,NA,2.962962962962963,2.7777777777777777,0.6148148148148148,18.51851851851852,2.962962962962963,0.31666666666666665,NA,12.825925925925926,71.32592592592593,122.44021164021164
Jonglei,TwicEast,Panyagor,NA,1.5235059760956176,1.7944223107569721,1.4342629482071714,NA,2.1195219123505975,1.3705179282868525,1.2749003984063745,0.7426294820717132,0.3187250996015936,0.9561752988047809,NA,NA,NA,9.56175298804781,NA,3.187250996015936,0.6374501992031872,0.4398406374501992,47.808764940239044,9.56175298804781,0.09243027888446215,NA,11.879681274900399,161.9219123505976,203.42731929425156
Lakes,Awerial,Mingkaman,0.8127490039840638,NA,1.2749003984063745,1.1155378486055776,0.9561752988047809,1.9123505976095618,1.1952191235059761,0.9561752988047809,1.9123505976095618,0.3458167330677291,0.7171314741035857,4.780876494023905,1.1155378486055776,11.155378486055778,14.342629482071713,23.904382470119522,4.940239043824701,2.8685258964143427,2.033466135458167,NA,NA,NA,NA,10.90996015936255,102.78884462151395,197.04644280022765
NorthernBahrelGhazal,AweilCentre,Aweil Town,0.8373134328358209,0.7253731343283583,0.9701492537313433,1.1940298507462686,0.3940298507462687,2.08955223880597,0.9701492537313433,0.835820895522388,1.6417910447761195,0.21791044776119403,2.985074626865672,1.492537313432836,0.9850746268656716,NA,9.850746268656716,11.940298507462687,NA,0.8955223880597015,0.24776119402985075,NA,4.776119402985074,0.07761194029850746,NA,9.65820895522388,104.85074626865672,143.0771855010661
NorthernBahrelGhazal,AweilNorth,Gok-Machar,0.9227091633466136,0.8254980079681274,1.2749003984063745,1.593625498007968,NA,NA,1.2749003984063745,0.7043824701195219,2.231075697211155,0.3187250996015936,3.187250996015936,NA,0.3187250996015936,NA,NA,NA,1.593625498007968,0.6374501992031872,0.2199203187250996,NA,NA,0.14342629482071714,NA,11.41195219123506,112.39521912350598,142.95924871940807
NorthernBahrelGhazal,AweilWest,Marial Baai,0.637593984962406,0.5834586466165413,1.0526315789473684,1.5037593984962405,0.45413533834586467,1.6541353383458646,1.0526315789473684,0.6090225563909775,1.8045112781954886,0.24962406015037594,3.007518796992481,NA,0.3007518796992481,NA,12.030075187969924,15.789473684210526,1.8045112781954886,0.15037593984962405,0.12330827067669173,15.037593984962406,3.6090225563909772,0.10526315789473684,NA,9.351879699248121,83.70676691729324,110.41503759398496
NorthernBahrelGhazal,AweilWest,Nyamlel Town,0.7846153846153846,0.6984615384615385,1.2307692307692308,1.5384615384615385,0.4646153846153846,2.3076923076923075,1.2307692307692308,0.8615384615384616,1.8461538461538463,0.2553846153846154,0.6153846153846154,1.5384615384615385,0.3076923076923077,NA,15.384615384615385,NA,1.2307692307692308,0.15384615384615385,0.17846153846153845,36.92307692307692,4.461538461538462,0.08923076923076922,NA,10.963076923076922,103.32307692307693,131.66637362637363
Unity,Koch,Koch Town,NA,NA,1.9442231075697212,1.558565737051793,NA,2.29800796812749,1.4852589641434264,1.2749003984063745,3.187250996015936,0.5322709163346614,NA,NA,0.9561752988047809,NA,NA,NA,3.187250996015936,NA,0.5290836653386454,NA,NA,NA,NA,14.142629482071714,NA,NA
Unity,Panyijiar,Nyal,0.6756972111553785,0.5944223107569722,1.348207171314741,1.0772908366533864,NA,1.0613545816733068,1.0294820717131474,0.650199203187251,1.9123505976095618,0.3187250996015936,1.593625498007968,7.968127490039841,NA,NA,NA,NA,3.9840637450199203,NA,0.3282868525896414,NA,NA,NA,NA,9.238247011952192,82.48924302788845,120.64803642572566
Unity,Pariang,AjuongThok_RC,0.33666666666666667,NA,1.3333333333333333,2.3333333333333335,0.93,0.37,1.6666666666666667,1.1,1.2216666666666667,0.3333333333333333,1.6666666666666667,4.5,0.9166666666666666,5.333333333333333,NA,NA,5.333333333333333,1,0.11333333333333333,NA,NA,0.09666666666666666,NA,10.101666666666667,42.06,76.28857142857143
Unity,Pariang,Jamjang,0.200796812749004,NA,1.593625498007968,2.549800796812749,0.8892430278884462,0.7075697211155378,0.796812749003984,1.2749003984063745,3.8247011952191237,0.4239043824701195,NA,NA,0.9561752988047809,NA,NA,NA,NA,NA,0.09243027888446215,27.888446215139442,2.8685258964143427,0.09243027888446215,NA,12.61195219123506,48.66294820717131,83.24564598747865
Unity,Pariang,Pamir_RC,0.200796812749004,NA,1.1155378486055776,2.549800796812749,0.8892430278884462,0.7075697211155378,0.796812749003984,1.0836653386454183,3.8247011952191237,0.37290836653386455,NA,NA,0.796812749003984,NA,NA,NA,NA,NA,0.09243027888446215,NA,NA,0.09243027888446215,NA,11.942629482071712,48.471713147410355,80.8360842344906
Unity,Rubkona,Bentiu,1.2544747081712062,2.4560311284046694,2.1914396887159535,1.7525291828793774,1.998443579766537,2.21011673151751,1.7400778210116732,0.7844357976653696,2.9571984435797667,0.4669260700389105,3.5797665369649807,5.2140077821011674,0.8560311284046692,NA,29.571984435797667,22.56809338521401,4.124513618677042,2.412451361867704,0.18054474708171206,59.143968871595334,3.735408560311284,0.38910505836575876,NA,17.34474708171206,151.32140077821012,190.14685936631463
Unity,Rubkona,Rubkona Town,1.2158730158730158,2.5428571428571427,2.234920634920635,1.8603174603174604,1.9523809523809523,2.111111111111111,1.7079365079365079,1.2698412698412698,2.857142857142857,0.47619047619047616,4.761904761904762,5.079365079365079,0.9523809523809523,NA,25.396825396825395,20.634920634920636,6.349206349206349,1.6666666666666667,0.18412698412698414,50,4.761904761904762,0.15873015873015872,NA,17.752380952380953,146.84126984126985,185.01133786848072
UpperNile,Longochuk,Mathiang,2.27,2.16,10,1.5,1.3333333333333333,1.5033333333333334,1.395,0.9033333333333333,3.3333333333333335,1.6666666666666667,NA,6.666666666666667,1.6666666666666667,13.333333333333334,16.666666666666668,50,3.3333333333333335,10.833333333333334,0.83,50,6.666666666666667,NA,NA,24.398333333333333,238.73333333333332,311.4619047619048
UpperNile,Longochuk,Udier,0.91,1.08,0.7633333333333333,1.125,NA,NA,1.0366666666666666,0.6783333333333333,2,0.8333333333333334,NA,6.666666666666667,NA,NA,NA,NA,2.1666666666666665,2.033333333333333,0.4533333333333333,40,5,NA,NA,10.296666666666667,110.53833333333333,155.96690476190477
UpperNile,Malakal,Malakal PoC,4.444444444444445,5.079365079365079,1.4285714285714286,1.746031746031746,NA,1.9047619047619047,1.5873015873015872,0.6349206349206349,3.1746031746031744,0.5825396825396826,NA,NA,NA,NA,NA,25.396825396825395,NA,NA,NA,NA,NA,NA,NA,20.885714285714286,436.8253968253968,474.87165532879817
UpperNile,Melut,Melut Town,0.6688524590163935,NA,1.8032786885245902,1.9672131147540983,0.7442622950819672,NA,1.8032786885245902,0.26229508196721313,1.3114754098360655,0.4918032786885246,0.9836065573770492,4.918032786885246,0.4918032786885246,16.39344262295082,13.114754098360656,22.950819672131146,3.278688524590164,1.639344262295082,0.380327868852459,49.18032786885246,4.918032786885246,0.04590163934426229,NA,11.101639344262296,84.02622950819672,121.68196721311476
UpperNile,Melut,Paloich,0.6634146341463415,NA,1.6260162601626016,1.951219512195122,0.7382113821138211,3.252032520325203,1.6260162601626016,0.2601626016260163,1.3008130081300813,0.4878048780487805,0.975609756097561,4.878048780487805,0.4878048780487805,19.51219512195122,13.008130081300813,22.764227642276424,3.252032520325203,1.6260162601626016,0.3772357723577236,39.02439024390244,4.878048780487805,0.0943089430894309,NA,12.208130081300814,97.04065040650407,134.9465737514518
UpperNile,Ulang,Dome,NA,NA,2.2438247011952193,1.4342629482071714,NA,NA,3.4262948207171315,0.8637450199203187,NA,0.5577689243027888,6.374501992031872,NA,NA,NA,22.310756972111555,NA,3.187250996015936,0.9561752988047809,0.054183266932270914,28.685258964143426,2.549800796812749,NA,NA,13.970517928286853,NA,NA
UpperNile,Ulang,Kuich,0.8701195219123506,1.0326693227091635,2.4318725099601592,NA,NA,NA,1.7593625498007968,1.4278884462151396,3.8247011952191237,0.5322709163346614,2.8685258964143427,NA,NA,3.187250996015936,NA,12.749003984063744,2.0717131474103585,2.8685258964143427,0.27410358565737053,25.49800796812749,1.593625498007968,NA,NA,15.365737051792829,117.94741035856573,155.76198064883323
UpperNile,Ulang,Ulang Town,0.775,0.9346153846153846,1.0846153846153845,1.3,NA,NA,2.123076923076923,0.36538461538461536,2.05,0.5769230769230769,4.615384615384615,2.5,NA,5.769230769230769,NA,19.23076923076923,3.8461538461538463,0.38461538461538464,0.5307692307692308,37.5,1.9230769230769231,NA,NA,11.751923076923077,100.83076923076923,148.55604395604396
UpperNile,Ulang,Yamding,0.7808764940239044,0.8254980079681274,2.4318725099601592,1.4342629482071714,NA,1.4374501992031872,1.7593625498007968,1.4278884462151396,NA,0.5322709163346614,2.7091633466135456,3.187250996015936,0.9561752988047809,3.187250996015936,9.56175298804781,11.155378486055778,1.4342629482071714,NA,0.4940239043824701,24.701195219123505,1.593625498007968,NA,NA,12.898804780876494,96.11792828685259,143.39863403528742
