State,County,Location,Sorghum.grain,Maize.grain,Wheat.flour,Rice,Groundnuts,Beans,Sugar,Salt,Cooking.oil,Soap,Jerrycan,Mosquito.net,Exercise.book,Blanket,Cooking.pot,Plastic.sheet,Pole,Firewood,Charcoal,Goat,Chicken,Milling.costs,...26,Food.price.index,MSSMEB.food.basket,MSSMEB,...30,...31,...32,...33,...34,...35
NA,NA,MEDIAN,0.700218818380744,0.8367614879649891,1.400437636761488,1.3041575492341357,1.3689277899343544,1.7943107221006565,1.3549234135667396,0.7142231947483588,2.1006564551422318,0.350109409190372,1.75054704595186,5.25164113785558,0.5251641137855579,9.62800875273523,12.25382932166302,17.155361050328228,3.50109409190372,1.75054704595186,0.33960612691466086,33.26039387308534,5.339168490153173,0.12603938730853392,NA,11.788183807439825,95.46783369803063,132.50640825257892,NA,NA,NA,NA,NA,NA
CentralEquatoria,Juba,Juba Town,1.3,1.6482758620689655,0.7931034482758621,1.3793103448275863,3.1310344827586207,1.7241379310344827,0.8275862068965517,0.6206896551724138,1.7241379310344827,0.1724137931034483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19655172413793104,NA,13.148275862068965,174.82758620689654,NA,NA,NA,NA,NA,NA,NA
EasternEquatoria,Budi,Chukudum,0.45,0.5553571428571429,1.0714285714285714,0.8928571428571429,NA,0.7142857142857143,0.8928571428571429,0.7142857142857143,2.142857142857143,0.29642857142857143,1.0714285714285714,NA,0.44642857142857145,10.714285714285714,14.285714285714286,17.857142857142858,NA,0.5357142857142857,0.18571428571428572,28.571428571428573,4.464285714285714,0.04285714285714286,NA,8.830357142857142,69.98214285714286,100.05663265306121,NA,NA,NA,NA,NA,NA
EasternEquatoria,KapoetaEast,Narus,0.3252032520325203,0.7772357723577236,0.8130081300813008,1.016260162601626,1.8178861788617886,1.2617886178861788,1.224390243902439,0.6504065040650406,1.951219512195122,0.21788617886178863,0.6504065040650406,3.252032520325203,0.4878048780487805,7.317073170731708,11.382113821138212,NA,4.227642276422764,1.951219512195122,0.1951219512195122,48.78048780487805,3.902439024390244,0.08455284552845528,NA,9.83739837398374,93.66504065040651,124.40441347270617,NA,NA,NA,NA,NA,NA
EasternEquatoria,KapoetaSouth,Kapoeta Town,0.3258064516129032,0.5387096774193548,0.7903225806451613,1.0887096774193548,1.803225806451613,1.2870967741935484,1.2483870967741935,0.6451612903225806,0.6451612903225806,0.2161290322580645,0.8064516129032258,NA,NA,11.290322580645162,12.903225806451612,14.516129032258064,3.225806451612903,2.5806451612903225,0.3741935483870968,25.806451612903224,5.645161290322581,0.16129032258064516,NA,8.37258064516129,64.58387096774193,101.29539170506912,NA,NA,NA,NA,NA,NA
EasternEquatoria,Magwi,Magwi Town,0.4421052631578947,0.6298245614035087,0.8771929824561403,1.1859649122807017,NA,1.168421052631579,1.0192982456140351,0.7017543859649122,1.6964912280701754,0.2,1.2280701754385965,NA,0.3333333333333333,5.2631578947368425,6.315789473684211,15.087719298245615,NA,1.7543859649122806,0.20350877192982456,NA,NA,0.19912280701754387,NA,9.092982456140351,78.08070175438597,108.09273182957394,NA,NA,NA,NA,NA,NA
EasternEquatoria,Magwi,Nimule,0.6121739130434782,0.5808695652173913,1.0434782608695652,0.6956521739130435,2.186086956521739,2.3130434782608695,1.4956521739130435,1.0226086956521738,2.782608695652174,0.288695652173913,1.7391304347826086,8.695652173913043,0.20869565217391303,NA,10.434782608695652,13.91304347826087,2.0869565217391304,1.7391304347826086,0.20173913043478262,NA,NA,0.06956521739130435,NA,12.732173913043479,90.81391304347827,118.69888198757765,NA,NA,NA,NA,NA,NA
EasternEquatoria,Torit,Torit Town,NA,1.575492341356674,0.700218818380744,NA,NA,1.575492341356674,0.87527352297593,0.3466083150984683,NA,0.23457330415754923,NA,NA,NA,NA,NA,NA,2.2757111597374178,2.1006564551422318,0.2888402625820569,NA,NA,0.2800875273522976,NA,10.547045951859957,168.9242888402626,204.69965614254454,NA,NA,NA,NA,NA,NA
Jonglei,Akobo,Akobo Town,0.8096774193548387,NA,2.270967741935484,1.8161290322580645,NA,3.2193548387096773,1.6419354838709677,1.0935483870967742,3.225806451612903,0.6451612903225806,2.5806451612903225,3.225806451612903,NA,NA,NA,14.516129032258064,0.6451612903225806,3.870967741935484,0.667741935483871,24.193548387096776,NA,0.27741935483870966,NA,16.10967741935484,122.29354838709678,171.3811059907834,NA,NA,NA,NA,NA,NA
Jonglei,BorSouth,Bor_PoC,0.4201312910284464,NA,0.987308533916849,1.0643326039387309,0.700218818380744,1.550984682713348,0.9032822757111597,0.700218818380744,1.3654266958424508,1.0503282275711159,NA,1.75054704595186,0.700218818380744,NA,NA,NA,NA,NA,0.36061269146608316,NA,NA,0.350109409190372,NA,8.528665207877461,60.66345733041575,106.18737105345421,NA,NA,NA,NA,NA,NA
